year,quarter,source_airport,target_airport,distance_miles,passengers,average_fare,primary_carrier,primary_market_share,primary_carrier_fare,low_fare_carrier,low_fare_market_share,low_fare
2021,3,CLT,SFO,2296,546,303.43,AA,0.8757,304.25,F9,0.0155,106.82
2021,3,CLT,SJC,2296,55,308.10,AA,0.3683,334.94,WN,0.2851,266.61
2021,3,CLT,FLL,650,506,157.47,AA,0.8478,162.17,NK,0.0940,99.40
2021,3,CLT,MIA,650,704,162.94,AA,0.9665,162.36,AA,0.9665,162.36
2021,3,CLT,BUR,2125,28,260.99,AA,0.5155,289.11,WN,0.2016,229.63
2021,3,CLT,LAX,2125,846,276.10,AA,0.8812,276.95,WN,0.0188,253.06
2021,3,CLT,LGB,2125,10,258.56,AA,0.4894,265.56,WN,0.4043,233.21
2021,3,CLT,ONT,2125,131,274.93,AA,0.7149,284.38,DL,0.1239,284.12
2021,3,CLT,SNA,2125,94,301.88,AA,0.6325,318.84,WN,0.1071,250.19
2021,3,CLT,TPA,507,491,163.40,AA,0.9234,163.19,AA,0.9234,163.19
2021,3,CMH,DAL,926,129,192.08,WN,0.9689,190.55,WN,0.9689,190.55
2021,3,CMH,DFW,926,389,213.79,AA,0.9351,213.45,UA,0.0165,190.89
2021,3,CMH,DEN,1154,627,193.10,WN,0.5464,192.98,F9,0.1357,86.84
2021,3,CMH,PHX,1670,418,248.59,AA,0.4909,259.58,WN,0.4088,229.84
2021,3,CMH,SEA,2016,378,251.22,AS,0.5063,272.01,AA,0.1717,229.85
2021,3,CMH,BWI,337,178,149.93,WN,0.9683,148.77,WN,0.9683,148.77
2021,3,CMH,DCA,337,214,147.75,AA,0.9518,146.07,AA,0.9518,146.07
2021,3,CMH,IAD,337,92,165.00,UA,0.9529,163.30,UA,0.9529,163.30
2021,3,CMH,MYR,488,140,124.26,WN,0.7140,118.01,WN,0.7140,118.01
2021,3,LCK,MYR,488,61,77.33,G4,1.0000,77.33,G4,1.0000,77.33
2021,3,CMH,HOU,1001,127,204.00,WN,0.9085,198.16,WN,0.9085,198.16
2021,3,CMH,IAH,1001,210,236.93,UA,0.8082,239.41,NK,0.0176,108.38
2021,3,CMH,MCO,802,719,146.84,WN,0.7353,150.69,NK,0.1122,79.97
2021,3,CMH,MSP,626,306,234.55,DL,0.7736,246.85,WN,0.1010,192.79
2021,3,CMH,EWR,519,207,225.52,UA,0.9071,222.31,UA,0.9071,222.31
2021,3,CMH,HPN,519,4,218.86,AA,0.7879,211.94,AA,0.7879,211.94
2021,3,CMH,ISP,519,10,199.43,WN,0.7708,182.42,WN,0.7708,182.42
2021,3,CMH,JFK,519,23,219.93,AA,0.7346,209.25,AA,0.7346,209.25
2021,3,CMH,LGA,519,578,194.77,DL,0.5607,203.31,AA,0.4171,183.72
2021,3,CMH,SWF,519,0,287.00,AA,1.0000,287.00,AA,1.0000,287.00
2021,3,CMH,RSW,930,347,161.87,WN,0.7506,163.08,NK,0.0614,76.17
2021,3,CMH,LAS,1771,615,201.55,WN,0.5447,228.06,NK,0.2717,110.45
2021,3,CMH,OAK,2120,74,244.16,WN,0.8130,263.59,NK,0.1414,118.82
2021,3,CMH,SFO,2120,187,304.82,AA,0.3176,273.84,WN,0.1257,249.76
2021,3,CMH,SJC,2120,70,290.11,WN,0.5179,277.08,WN,0.5179,277.08
2021,3,CMH,FLL,990,318,144.67,WN,0.5929,154.34,NK,0.2698,90.10
2021,3,CMH,MIA,990,219,160.76,AA,0.7592,160.74,WN,0.1336,145.25
2021,3,LCK,FLL,990,13,71.89,G4,1.0000,71.89,G4,1.0000,71.89
2021,3,CMH,BUR,1995,42,242.48,WN,0.6777,229.48,WN,0.6777,229.48
2021,3,CMH,LAX,1995,484,196.12,NK,0.4499,95.65,NK,0.4499,95.65
2021,3,CMH,LGB,1995,22,217.96,WN,0.7685,198.73,WN,0.7685,198.73
2021,3,CMH,ONT,1995,61,286.63,AA,0.4794,292.34,WN,0.3627,256.74
2021,3,CMH,SNA,1995,92,282.59,AA,0.4026,283.14,WN,0.3373,263.70
2021,3,CMH,TPA,829,452,150.40,WN,0.7472,146.40,NK,0.0716,72.19
2021,3,LCK,PIE,829,73,74.65,G4,1.0000,74.65,G4,1.0000,74.65
2021,3,CMH,SAN,1964,181,276.24,WN,0.3760,266.64,WN,0.3760,266.64
2021,3,CMH,PHL,406,227,217.42,AA,0.9330,218.80,UA,0.0239,186.88
2021,3,CMH,SRQ,869,163,147.35,WN,0.7623,139.04,WN,0.7623,139.04
2021,3,LCK,SRQ,869,51,76.27,G4,1.0000,76.27,G4,1.0000,76.27
2021,3,STL,BWI,738,373,189.95,WN,0.9122,186.89,WN,0.9122,186.89
2021,3,STL,DCA,738,432,177.94,AA,0.5447,179.91,WN,0.4116,173.39
2021,3,STL,IAD,738,124,207.22,UA,0.8360,206.90,WN,0.0789,188.39
2021,3,STL,TPA,869,441,174.20,WN,0.8342,169.62,WN,0.8342,169.62
2021,3,MYR,BWI,399,277,113.59,WN,0.7608,119.87,NK,0.2042,76.37
2021,3,MYR,DCA,399,79,144.41,AA,0.9738,142.79,AA,0.9738,142.79
2021,3,MYR,IAD,399,68,146.44,UA,0.9538,145.07,UA,0.9538,145.07
2021,3,MYR,EWR,601,446,122.41,UA,0.5661,145.69,NK,0.4149,86.51
2021,3,MYR,HPN,601,5,239.44,AA,0.7609,243.37,DL,0.2391,226.91
2021,3,MYR,ISP,601,80,99.91,F9,0.8315,81.35,F9,0.8315,81.35
2021,3,MYR,JFK,601,9,204.19,AA,0.8193,187.40,AA,0.8193,187.40
2021,3,MYR,LGA,601,350,123.28,NK,0.5295,88.55,NK,0.5295,88.55
2021,3,MYR,SWF,601,111,78.48,G4,0.9990,78.37,G4,0.9990,78.37
2021,3,JAX,BWI,663,344,172.22,WN,0.8873,167.03,WN,0.8873,167.03
2021,3,JAX,DCA,663,367,164.78,AA,0.6418,181.63,WN,0.2972,122.52
2021,3,JAX,IAD,663,218,164.15,UA,0.9342,160.55,WN,0.0150,126.10
2021,3,JAX,EWR,869,528,166.17,UA,0.7241,164.61,B6,0.2335,160.63
2021,3,JAX,HPN,869,16,233.13,AA,0.5931,213.55,AA,0.5931,213.55
2021,3,JAX,ISP,869,25,185.21,WN,0.9478,181.14,WN,0.9478,181.14
2021,3,JAX,JFK,869,685,158.08,B6,0.5912,149.54,B6,0.5912,149.54
2021,3,JAX,LGA,869,214,191.51,DL,0.8629,192.72,WN,0.0188,166.72
2021,3,JAX,SWF,869,1,297.60,AA,1.0000,297.60,AA,1.0000,297.60
2021,3,JAX,FLL,335,199,105.76,B6,0.8305,106.79,3M,0.1454,88.74
2021,3,JAX,MIA,335,150,166.28,AA,0.9725,166.02,AA,0.9725,166.02
2021,3,JAX,BUR,2153,13,228.60,AA,0.4957,237.64,WN,0.4444,220.33
2021,3,JAX,LAX,2153,299,205.28,B6,0.4649,164.79,B6,0.4649,164.79
2021,3,JAX,LGB,2153,7,196.76,WN,0.5758,150.21,WN,0.5758,150.21
2021,3,JAX,ONT,2153,38,281.78,AA,0.6340,262.43,WN,0.1470,224.25
2021,3,JAX,SNA,2153,41,284.99,AA,0.4312,279.72,UA,0.1481,267.53
2021,3,DTW,PHX,1671,1018,254.07,DL,0.7148,264.87,AA,0.1606,243.15
2021,3,DTW,BWI,409,492,145.13,DL,0.5602,156.74,WN,0.4274,129.62
2021,3,DTW,DCA,409,590,149.39,DL,0.7601,150.39,AA,0.2246,146.08
2021,3,DTW,IAD,409,252,152.36,DL,0.6172,152.52,UA,0.3699,151.52
2021,3,DTW,HOU,1092,134,164.70,WN,0.8587,158.30,WN,0.8587,158.30
2021,3,DTW,IAH,1092,823,171.84,DL,0.4155,196.47,NK,0.1854,100.74
2021,3,DTW,EWR,540,566,219.19,DL,0.6662,226.82,UA,0.3264,202.19
2021,3,DTW,HPN,540,40,225.82,DL,0.9258,228.26,AA,0.0412,204.98
2021,3,DTW,ISP,540,7,226.22,WN,0.6154,182.16,WN,0.6154,182.16
2021,3,DTW,JFK,540,303,228.65,DL,0.6577,244.59,B6,0.2313,198.48
2021,3,DTW,LGA,540,1131,186.01,DL,0.7152,206.32,NK,0.1553,107.89
2021,3,DTW,SWF,540,1,242.33,AA,1.0000,242.33,AA,1.0000,242.33
2021,3,DTW,OAK,2079,160,201.42,NK,0.6182,138.19,NK,0.6182,138.19
2021,3,DTW,SFO,2079,775,342.67,DL,0.8508,350.40,F9,0.0140,104.79
2021,3,DTW,SJC,2079,88,325.53,DL,0.5670,350.18,WN,0.2208,277.69
2021,3,DTW,FLL,1145,1049,135.94,DL,0.8116,145.35,NK,0.1591,84.22
2021,3,DTW,MIA,1145,572,149.75,DL,0.6577,161.46,AA,0.2700,128.86
2021,3,DTW,BUR,1979,46,252.71,WN,0.4558,233.64,AA,0.2434,229.48
2021,3,DTW,LAX,1979,1539,256.26,DL,0.6279,316.76,NK,0.2928,121.12
2021,3,DTW,LGB,1979,18,237.83,WN,0.5758,175.44,WN,0.5758,175.44
2021,3,DTW,ONT,1979,88,296.34,DL,0.3650,362.11,WN,0.2022,241.72
2021,3,DTW,SNA,1979,172,274.64,DL,0.3829,337.53,WN,0.1234,239.52
2021,3,DTW,TPA,983,980,141.35,DL,0.8202,149.93,NK,0.0985,72.77
2021,3,DTW,ORF,529,185,200.21,DL,0.7628,210.63,AA,0.1277,175.62
2021,3,DTW,PHF,529,7,189.25,AA,0.9848,189.55,AA,0.9848,189.55
2021,3,DSM,AZA,1149,87,87.03,G4,1.0000,87.03,G4,1.0000,87.03
2021,3,DSM,PHX,1149,249,195.59,AA,0.8324,195.29,WN,0.0799,189.99
2021,3,DSM,BWI,910,39,226.91,DL,0.3268,221.86,WN,0.2648,213.47
2021,3,DSM,DCA,910,138,222.76,AA,0.8386,219.58,AA,0.8386,219.58
2021,3,DSM,IAD,910,18,247.28,UA,0.4146,277.75,AA,0.1768,224.12
2021,3,DSM,BUR,1447,20,248.21,WN,0.4889,229.56,WN,0.4889,229.56
2021,3,DSM,LAX,1447,152,187.45,G4,0.4043,97.69,G4,0.4043,97.69
2021,3,DSM,LGB,1447,7,247.57,WN,0.6567,232.82,WN,0.6567,232.82
2021,3,DSM,ONT,1447,32,279.27,AA,0.4089,301.26,WN,0.2062,214.83
2021,3,DSM,SNA,1447,47,259.10,UA,0.3479,262.94,WN,0.2558,223.58
2021,3,DSM,PIE,1127,124,103.70,G4,1.0000,103.70,G4,1.0000,103.70
2021,3,DSM,TPA,1127,65,198.82,AA,0.3032,204.04,UA,0.2462,175.98
2021,3,HOU,PIT,1131,75,235.53,WN,0.8813,226.62,WN,0.8813,226.62
2021,3,IAH,PIT,1131,357,255.43,UA,0.8249,263.74,NK,0.0314,106.15
2021,3,HOU,AZA,1020,15,83.41,G4,1.0000,83.41,G4,1.0000,83.41
2021,3,HOU,PHX,1020,434,166.51,WN,0.9802,165.58,WN,0.9802,165.58
2021,3,IAH,PHX,1020,593,180.05,UA,0.6325,185.94,AA,0.2787,175.97
2021,3,HOU,SEA,1894,87,231.94,WN,0.8454,223.71,WN,0.8454,223.71
2021,3,IAH,SEA,1894,894,238.94,UA,0.5291,253.04,AS,0.3219,226.49
2021,3,HOU,BNA,670,382,160.48,WN,0.9695,159.15,WN,0.9695,159.15
2021,3,IAH,BNA,670,511,165.64,UA,0.6355,177.23,WN,0.3275,140.42
2021,3,HOU,BWI,1246,558,183.32,WN,0.9731,182.58,AA,0.0109,181.37
2021,3,HOU,DCA,1246,227,213.05,WN,0.9445,210.45,WN,0.9445,210.45
2021,3,HOU,IAD,1246,17,221.50,WN,0.6667,222.76,AA,0.1282,188.50
2021,3,IAH,BWI,1246,516,169.41,NK,0.3954,106.86,NK,0.3954,106.86
2021,3,IAH,DCA,1246,398,263.30,UA,0.8138,270.12,WN,0.0470,209.82
2021,3,IAH,IAD,1246,371,265.34,UA,0.9488,266.89,WN,0.0111,196.72
2021,3,HOU,STL,687,364,168.21,WN,0.9651,166.27,WN,0.9651,166.27
2021,3,IAH,STL,687,259,186.85,UA,0.8371,185.24,WN,0.0630,171.07
2021,3,HOU,JAX,817,92,192.97,WN,0.8651,186.26,WN,0.8651,186.26
2021,3,IAH,JAX,817,195,219.17,UA,0.8397,220.44,AA,0.0654,197.31
2021,3,HOU,MCO,854,611,150.17,WN,0.9733,148.94,WN,0.9733,148.94
2021,3,IAH,MCO,854,1366,143.87,UA,0.6124,165.60,NK,0.1859,85.28
2021,3,HOU,ECP,572,113,167.03,WN,0.9740,165.14,WN,0.9740,165.14
2021,3,IAH,ECP,572,104,186.73,UA,0.9213,185.26,WN,0.0325,163.54
2021,3,HOU,MSP,1057,111,163.24,WN,0.8641,159.64,AA,0.0909,151.35
2021,3,IAH,MSP,1057,583,177.90,DL,0.4891,186.64,DL,0.4891,186.64
2021,3,HOU,EWR,1465,12,242.17,DL,0.6147,261.67,AA,0.3211,208.06
2021,3,HOU,HPN,1465,2,300.17,DL,0.8889,317.12,AA,0.1111,164.50
2021,3,HOU,ISP,1465,18,214.66,WN,0.9939,214.98,WN,0.9939,214.98
2021,3,HOU,JFK,1465,9,242.72,DL,0.7500,242.92,DL,0.7500,242.92
2021,3,HOU,LGA,1465,267,197.38,WN,0.9018,194.67,WN,0.9018,194.67
2021,3,HOU,SWF,1465,0,253.50,AA,1.0000,253.50,AA,1.0000,253.50
2021,3,IAH,EWR,1465,1300,219.83,UA,0.7621,242.42,NK,0.1972,128.15
2021,3,IAH,HPN,1465,8,287.07,AA,0.4474,249.47,AA,0.4474,249.47
2021,3,IAH,ISP,1465,9,196.58,WN,0.8313,191.80,WN,0.8313,191.80
2021,3,IAH,JFK,1465,291,204.73,B6,0.7640,198.54,B6,0.7640,198.54
2021,3,IAH,LGA,1465,1275,218.11,UA,0.5094,228.44,DL,0.4125,206.21
2021,3,IAH,SWF,1465,1,231.67,AA,1.0000,231.67,AA,1.0000,231.67
2021,3,HOU,LAS,1235,783,187.51,WN,0.9844,187.07,WN,0.9844,187.07
2021,3,IAH,LAS,1235,1702,176.87,UA,0.5186,221.63,NK,0.2533,103.26
2021,3,HOU,IND,861,138,190.23,WN,0.8982,184.49,WN,0.8982,184.49
2021,3,IAH,IND,861,245,222.68,UA,0.8488,222.22,AA,0.0634,214.51
2021,3,HOU,OAK,1649,309,209.94,WN,0.9951,210.11,WN,0.9951,210.11
2021,3,HOU,SFO,1649,45,227.26,WN,0.8523,213.78,WN,0.8523,213.78
2021,3,HOU,SJC,1649,152,220.37,WN,0.9864,219.38,WN,0.9864,219.38
2021,3,IAH,OAK,1649,68,168.66,NK,0.5096,100.94,NK,0.5096,100.94
2021,3,IAH,SFO,1649,738,273.41,UA,0.9021,281.01,F9,0.0274,101.91
2021,3,IAH,SJC,1649,134,284.53,UA,0.8052,290.54,WN,0.0695,227.17
2021,3,HOU,FLL,966,377,130.78,WN,0.9680,129.10,WN,0.9680,129.10
2021,3,HOU,MIA,966,374,134.68,WN,0.9753,133.27,WN,0.9753,133.27
2021,3,IAH,FLL,966,814,144.75,UA,0.6852,159.44,NK,0.2583,97.02
2021,3,IAH,MIA,966,949,158.31,AA,0.5858,148.17,AA,0.5858,148.17
2021,3,HOU,BUR,1390,102,166.88,WN,0.9629,165.78,WN,0.9629,165.78
2021,3,HOU,LAX,1390,577,163.07,WN,0.9659,162.10,WN,0.9659,162.10
2021,3,HOU,LGB,1390,129,143.72,WN,0.9958,143.67,WN,0.9958,143.67
2021,3,HOU,ONT,1390,108,196.43,WN,0.9093,191.52,WN,0.9093,191.52
2021,3,HOU,SNA,1390,109,200.64,WN,0.9510,199.77,WN,0.9510,199.77
2021,3,IAH,BUR,1390,24,188.88,WN,0.4055,174.15,WN,0.4055,174.15
2021,3,IAH,LAX,1390,2135,164.91,UA,0.4710,191.54,NK,0.1913,98.79
2021,3,IAH,LGB,1390,15,178.04,WN,0.4604,166.27,WN,0.4604,166.27
2021,3,IAH,ONT,1390,117,240.77,UA,0.4968,267.05,WN,0.1421,198.53
2021,3,IAH,SNA,1390,273,250.38,UA,0.8927,253.02,NK,0.0107,92.22
2021,3,HOU,LBB,474,77,160.55,WN,0.8901,157.05,WN,0.8901,157.05
2021,3,IAH,LBB,474,106,191.61,UA,0.6138,205.46,WN,0.1843,156.58
2021,3,HOU,SDF,803,41,217.16,WN,0.7166,209.89,WN,0.7166,209.89
2021,3,IAH,SDF,803,144,228.14,UA,0.7547,234.08,AA,0.0996,211.85
2021,3,HOU,MAF,441,231,152.01,WN,0.9882,151.86,WN,0.9882,151.86
2021,3,IAH,MAF,441,271,178.34,UA,0.9539,178.82,WN,0.0216,156.89
2021,3,HOU,SMF,1624,139,242.55,WN,0.9538,238.17,WN,0.9538,238.17
2021,3,IAH,SMF,1624,250,267.55,UA,0.7707,282.61,F9,0.0100,84.43
2021,3,HOU,TPA,787,316,138.36,WN,0.9618,134.53,WN,0.9618,134.53
2021,3,IAH,TPA,787,458,146.12,UA,0.7537,155.05,NK,0.1115,84.75
2021,3,HOU,MCI,666,195,182.26,WN,0.9347,182.30,WN,0.9347,182.30
2021,3,IAH,MCI,666,277,181.54,UA,0.8699,180.98,UA,0.8699,180.98
2021,3,HOU,MEM,484,125,142.80,WN,0.9163,139.46,WN,0.9163,139.46
2021,3,IAH,MEM,484,264,165.12,UA,0.9028,165.34,WN,0.0173,133.23
2021,3,HOU,OMA,804,108,174.18,WN,0.9608,172.34,WN,0.9608,172.34
2021,3,IAH,OMA,804,149,197.63,UA,0.9047,197.43,WN,0.0306,174.44
2021,3,HOU,MKE,1004,102,192.29,WN,0.9501,189.22,WN,0.9501,189.22
2021,3,IAH,MKE,1004,171,234.30,UA,0.8241,234.63,NK,0.0108,117.71
2021,3,HOU,MSY,305,319,134.22,WN,0.9928,134.10,WN,0.9928,134.10
2021,3,IAH,MSY,305,443,132.73,UA,0.6949,141.76,WN,0.2534,115.49
2021,3,HOU,SAN,1313,298,195.32,WN,0.9731,194.08,WN,0.9731,194.08
2021,3,IAH,SAN,1313,587,213.50,UA,0.8134,227.82,F9,0.0105,84.16
2021,3,HOU,ORF,1209,58,237.08,WN,0.5914,231.23,WN,0.5914,231.23
2021,3,HOU,PHF,1209,0,417.50,AA,1.0000,417.50,AA,1.0000,417.50
2021,3,IAH,ORF,1209,173,262.01,UA,0.6422,279.51,AA,0.1748,231.30
2021,3,IAH,PHF,1209,9,244.45,AA,0.9875,240.44,AA,0.9875,240.44
2021,3,HOU,PNS,489,79,137.55,WN,0.9435,133.36,WN,0.9435,133.36
2021,3,IAH,PNS,489,153,156.99,UA,0.9226,155.21,WN,0.0142,127.12
2021,3,HOU,OKC,419,187,150.01,WN,0.9703,149.59,WN,0.9703,149.59
2021,3,IAH,OKC,419,227,164.00,UA,0.9478,164.25,AA,0.0507,159.65
2021,3,HOU,PDX,1843,54,252.44,WN,0.8545,247.19,WN,0.8545,247.19
2021,3,IAH,PDX,1843,379,267.39,UA,0.7800,276.46,F9,0.0204,101.78
2021,3,HOU,PHL,1336,80,205.39,WN,0.7336,203.56,DL,0.1216,196.15
2021,3,IAH,PHL,1336,903,184.45,UA,0.5665,193.31,AA,0.3288,180.42
2021,3,HOU,RDU,1050,82,214.19,WN,0.8364,209.66,WN,0.8364,209.66
2021,3,IAH,RDU,1050,321,234.56,UA,0.8010,238.28,WN,0.0355,206.60
2021,3,HOU,RIC,1166,53,229.98,WN,0.6124,214.98,WN,0.6124,214.98
2021,3,IAH,RIC,1166,128,264.92,UA,0.4776,297.20,AA,0.3031,230.34
2021,3,HOU,SLC,1214,152,196.31,WN,0.9444,194.12,WN,0.9444,194.12
2021,3,IAH,SLC,1214,504,222.10,UA,0.5396,232.86,DL,0.3722,220.78
2021,3,HOU,TUL,453,185,150.02,WN,0.9583,149.35,WN,0.9583,149.35
2021,3,IAH,TUL,453,220,159.92,UA,0.9140,159.44,WN,0.0292,156.47
2021,3,HOU,SAV,853,69,171.92,WN,0.8257,170.58,G4,0.0523,84.12
2021,3,IAH,SAV,853,112,197.95,UA,0.8193,197.13,AA,0.0715,174.84
2021,3,MCO,PHX,1849,947,202.17,AA,0.5228,217.39,F9,0.1395,104.77
2021,3,MCO,BWI,787,1915,140.75,WN,0.7377,156.96,NK,0.1760,79.23
2021,3,MCO,DCA,787,1312,139.82,AA,0.5168,146.91,B6,0.1559,123.08
2021,3,MCO,IAD,787,746,146.41,UA,0.8770,150.04,F9,0.0436,78.30
2021,3,MCO,OAK,2446,106,216.32,WN,0.6247,214.74,WN,0.6247,214.74
2021,3,MCO,SFO,2446,787,253.10,UA,0.6738,264.96,F9,0.0152,93.95
2021,3,MCO,SJC,2446,124,250.66,WN,0.4093,229.35,WN,0.4093,229.35
2021,3,ECP,BWI,798,103,166.20,WN,0.8675,159.24,WN,0.8675,159.24
2021,3,ECP,DCA,798,88,196.11,AA,0.7727,186.74,AA,0.7727,186.74
2021,3,ECP,IAD,798,35,185.67,UA,0.7368,178.86,UA,0.7368,178.86
2021,3,VPS,BWI,819,147,155.53,WN,0.7467,151.16,G4,0.0763,71.58
2021,3,VPS,DCA,819,114,198.56,AA,0.8260,195.98,AA,0.8260,195.98
2021,3,VPS,IAD,819,20,216.04,DL,0.4840,215.65,AA,0.3723,211.52
2021,3,EUG,AZA,971,63,77.84,G4,1.0000,77.84,G4,1.0000,77.84
2021,3,EUG,PHX,971,142,195.56,AA,0.5502,218.15,DL,0.1257,153.60
2021,3,EUG,OAK,471,58,113.04,WN,0.5762,111.08,G4,0.3271,79.62
2021,3,EUG,SFO,471,124,175.34,UA,0.9458,174.36,DL,0.0166,148.53
2021,3,EUG,SJC,471,15,218.15,AS,0.7029,211.68,AS,0.7029,211.68
2021,3,EUG,BUR,776,24,136.48,AS,0.4495,142.24,WN,0.2339,100.89
2021,3,EUG,LAX,776,236,164.66,AS,0.4338,162.19,G4,0.1467,86.77
2021,3,EUG,LGB,776,5,180.68,WN,0.6364,151.68,WN,0.6364,151.68
2021,3,EUG,ONT,776,41,178.31,UA,0.3803,171.42,WN,0.1170,137.15
2021,3,EUG,SNA,776,66,196.28,UA,0.3388,201.90,WN,0.1146,138.39
2021,3,EYW,BWI,1050,43,232.00,AA,0.5696,223.39,AA,0.5696,223.39
2021,3,EYW,DCA,1050,97,229.71,AA,0.9406,229.87,AA,0.9406,229.87
2021,3,EYW,IAD,1050,61,221.06,UA,0.8528,217.47,AA,0.0503,214.38
2021,3,EYW,EWR,1248,169,211.66,UA,0.8655,212.90,AA,0.0708,211.54
2021,3,EYW,HPN,1248,2,324.68,AA,0.6087,340.26,DL,0.3043,283.14
2021,3,EYW,ISP,1248,1,282.41,AA,1.0000,282.41,AA,1.0000,282.41
2021,3,EYW,JFK,1248,113,185.49,B6,0.8490,178.72,B6,0.8490,178.72
2021,3,EYW,LGA,1248,120,167.02,DL,0.5922,170.93,AA,0.3942,158.92
2021,3,EYW,SWF,1248,0,258.80,AA,1.0000,258.80,AA,1.0000,258.80
2021,3,FAR,AZA,1225,182,105.68,G4,1.0000,105.68,G4,1.0000,105.68
2021,3,FAR,PHX,1225,36,341.93,DL,0.4451,417.71,AA,0.1707,319.17
2021,3,FCA,BUR,1027,5,278.85,DL,0.6667,299.24,AS,0.3111,244.14
2021,3,FCA,LAX,1027,228,182.35,DL,0.2929,192.01,AS,0.1164,174.88
2021,3,FCA,LGB,1027,1,337.08,DL,1.0000,337.08,DL,1.0000,337.08
2021,3,FCA,ONT,1027,10,285.73,DL,0.6042,302.24,AS,0.2708,245.54
2021,3,FCA,SNA,1027,27,301.54,DL,0.4819,332.98,AS,0.3454,257.14
2021,3,MSP,PHX,1276,1861,141.15,DL,0.6550,144.40,SY,0.1086,96.29
2021,3,MSP,BWI,936,752,140.44,DL,0.4265,165.18,SY,0.1562,98.91
2021,3,MSP,DCA,936,675,171.83,DL,0.7702,170.62,DL,0.7702,170.62
2021,3,MSP,IAD,936,305,186.53,DL,0.5985,186.85,DL,0.5985,186.85
2021,3,MSP,EWR,1057,656,226.74,DL,0.5191,262.51,SY,0.2847,153.47
2021,3,MSP,HPN,1057,10,268.64,AA,0.4737,270.91,DL,0.3684,238.34
2021,3,MSP,ISP,1057,8,209.99,WN,0.9324,206.96,WN,0.9324,206.96
2021,3,MSP,JFK,1057,343,249.02,DL,0.5847,270.56,B6,0.3307,211.93
2021,3,MSP,LGA,1057,723,257.28,DL,0.8959,264.04,AA,0.0666,179.10
2021,3,MSP,SWF,1057,0,209.50,AA,1.0000,209.50,AA,1.0000,209.50
2021,3,MSP,OAK,1589,58,248.23,WN,0.5009,241.02,NK,0.1607,101.93
2021,3,MSP,SFO,1589,1117,233.06,DL,0.5849,275.06,SY,0.3548,154.28
2021,3,MSP,SJC,1589,133,263.20,DL,0.6877,273.96,WN,0.1652,227.66
2021,3,MSP,TPA,1306,784,134.89,DL,0.6948,150.14,SY,0.2315,86.29
2021,3,EWR,PIT,375,146,219.67,UA,0.9776,219.42,UA,0.9776,219.42
2021,3,HPN,PIT,375,1,214.34,AA,0.9091,224.30,AA,0.9091,224.30
2021,3,ISP,PIT,375,5,212.51,WN,0.5745,199.48,WN,0.5745,199.48
2021,3,JFK,PIT,375,177,176.43,DL,0.9563,177.19,DL,0.9563,177.19
2021,3,LGA,PIT,375,433,166.51,DL,0.5958,176.54,AA,0.3964,150.80
2021,3,SWF,PIT,375,1,206.00,AA,1.0000,206.00,AA,1.0000,206.00
2021,3,EWR,PHX,2189,1351,235.93,UA,0.5106,241.60,B6,0.1860,195.57
2021,3,HPN,PHX,2189,17,284.37,AA,0.5500,281.42,UA,0.1000,277.51
2021,3,ISP,PHX,2189,23,284.90,WN,0.7860,283.54,WN,0.7860,283.54
2021,3,JFK,PHX,2189,1178,250.72,DL,0.4254,266.67,B6,0.3391,213.38
2021,3,LGA,PHX,2189,104,289.25,WN,0.3704,258.93,WN,0.3704,258.93
2021,3,SWF,PHX,2189,1,299.25,AA,1.0000,299.25,AA,1.0000,299.25
2021,3,EWR,SEA,2448,1304,253.05,UA,0.5221,254.77,AS,0.3688,252.06
2021,3,HPN,SEA,2448,9,346.00,DL,0.4177,395.12,AA,0.2405,247.94
2021,3,ISP,SEA,2448,3,296.58,AA,0.6800,329.00,WN,0.3200,227.69
2021,3,JFK,SEA,2448,1382,298.27,DL,0.4597,319.52,AS,0.3049,268.74
2021,3,LGA,SEA,2448,46,313.90,DL,0.3059,424.89,UA,0.1812,246.05
2021,3,SWF,SEA,2448,1,371.32,AA,0.8333,389.74,AA,0.8333,389.74
2021,3,EWR,DCA,249,49,235.61,UA,0.9956,234.49,UA,0.9956,234.49
2021,3,EWR,IAD,249,73,232.83,UA,0.9614,234.35,UA,0.9614,234.35
2021,3,HPN,DCA,249,51,242.28,AA,0.9873,242.00,AA,0.9873,242.00
2021,3,ISP,BWI,249,123,179.35,WN,1.0000,179.35,WN,1.0000,179.35
2021,3,ISP,DCA,249,1,194.00,AA,1.0000,194.00,AA,1.0000,194.00
2021,3,JFK,DCA,249,171,181.12,DL,0.5489,197.44,AA,0.3915,161.73
2021,3,JFK,IAD,249,47,210.79,DL,0.9862,210.49,DL,0.9862,210.49
2021,3,LGA,DCA,249,550,168.19,AA,0.5304,161.44,AA,0.5304,161.44
2021,3,LGA,IAD,249,85,192.35,UA,0.9745,192.84,UA,0.9745,192.84
2021,3,SWF,DCA,249,0,363.67,AA,1.0000,363.67,AA,1.0000,363.67
2021,3,EWR,STL,929,183,276.49,UA,0.7321,284.07,AA,0.1351,242.48
2021,3,HPN,STL,929,6,248.02,AA,0.5690,230.21,AA,0.5690,230.21
2021,3,ISP,STL,929,14,213.98,WN,0.8485,210.30,WN,0.8485,210.30
2021,3,JFK,STL,929,14,260.03,AA,0.5076,232.87,AA,0.5076,232.87
